"","Sample1","Sample2","Sample3","Sample4","Sample5","Sample6","Sample7","Sample8","Sample9","Sample10","Sample11","Sample12","Sample13","Sample14","Sample15","Sample16","Sample17","Sample18","Sample19","Sample20"
"Gene1131",12579,50753,27222,41846,24440,30650,14811,14107,41861,14199,25595,5307,44334,44277,50110,49649,33264,17383,35554,30012
"Gene1132",4252,17518,9445,14235,8536,10395,5111,4759,14759,4969,8859,1869,15417,15364,17368,17103,11514,6115,12148,10490
"Gene1133",622,2538,1412,2138,1229,1458,767,702,2160,718,1279,262,2222,2310,2517,2558,1679,896,1758,1547
"Gene1134",10538,42520,22781,34814,20556,25793,12414,11722,34831,11793,21471,4451,37457,37269,42148,41836,27817,14688,29615,24973
"Gene1135",9137,37710,20069,31069,18072,22845,11019,10364,31065,10582,18972,4020,32620,32864,37239,36730,24764,12905,26206,22431
"Gene1136",10243,41245,22176,33627,19858,24590,12353,11416,34080,11595,20796,4383,36326,36198,40758,40292,27336,14114,28838,24251
"Gene1137",5225,21440,11719,17874,10687,13375,6290,5988,18053,6241,11092,2356,19201,18724,21860,21340,14610,7563,15287,12747
"Gene1138",5986,24296,13030,20140,11683,14634,7164,6740,19999,6950,12383,2494,21230,21223,24029,23769,15983,8371,17051,14387
"Gene1139",4761,19799,10565,16433,9535,11643,5780,5498,16135,5524,10037,2172,17233,17250,19761,19534,12988,6869,13741,11680
"Gene1140",6123,24800,13359,20369,11981,15108,7191,6892,20570,6943,12761,2583,21808,21809,24455,24534,16345,8584,17323,14637
"Gene1141",11901,48149,25935,39931,23340,28914,14352,13293,39523,13669,24295,5063,42288,41899,47740,47648,31816,16714,33789,28262
"Gene1142",10573,42911,23286,35605,20756,25816,12609,12189,35648,12311,22049,4577,38186,37742,42871,42333,28414,14872,30252,25422
"Gene1143",5154,20565,11071,16881,9840,12568,6052,5599,16958,5800,10339,2215,17966,17997,20503,19803,13516,7113,14382,12172
"Gene1144",6783,27078,14374,22246,12978,16318,7807,7370,22372,7661,13762,2804,23543,23543,26794,26352,17671,9472,18780,16017
"Gene1145",9808,39757,21087,32424,18974,23732,11760,10899,32838,11247,19953,4260,34020,34341,38973,38693,25905,13653,27454,23313
"Gene1146",5511,22264,12014,18293,10754,13278,6623,6198,18323,6215,11342,2328,19624,19446,22103,21996,14587,7632,15523,13053
"Gene1147",3315,13290,7122,10953,6460,8117,3988,3716,11061,3868,6804,1443,11692,11855,13372,13157,8803,4657,9382,7991
"Gene1148",6047,24958,13306,20272,11706,14967,7295,6927,20581,7010,12299,2587,21621,21474,24499,24322,16219,8688,17353,14430
"Gene1149",9706,38382,20588,31554,18670,22819,11132,10615,32051,11093,19320,4041,33737,33707,37915,37646,25208,13267,27034,22661
"Gene1150",7542,30463,16374,25165,14711,18517,9060,8336,25419,8629,15509,3126,26861,26938,29956,30062,20082,10559,21315,17785
"Gene1151",1554,6131,3307,5090,2982,3807,1887,1707,5204,1742,3218,654,5395,5545,6266,6111,4104,2154,4344,3681
"Gene1152",3027,11968,6400,10020,5685,7198,3462,3227,9796,3356,6116,1217,10760,10280,11840,11770,7925,4096,8330,7096
"Gene1153",2435,10043,5451,8220,4823,5864,2970,2799,8140,2807,5000,1049,8792,8707,9772,9826,6475,3417,6922,5963
"Gene1154",6175,25142,13492,20904,12167,15262,7433,6990,20764,7103,12731,2550,22217,21860,24806,24674,16734,8598,17756,15055
"Gene1155",16180,65844,35261,53793,31479,39924,19421,18086,54541,18399,33284,6872,57936,57369,65209,64931,43371,22572,46129,39138
"Gene1156",5131,20748,10860,17083,10054,12373,6048,5763,16961,5866,10446,2178,18124,18085,20475,20145,13795,7082,14393,12262
"Gene1157",6912,27996,15417,23212,13390,17014,8285,7687,22988,7967,13972,2907,24488,24180,27966,27745,18198,9747,19506,16435
"Gene1158",3493,14181,7686,11690,6928,8588,4314,3970,11818,3976,7248,1549,12545,12571,14212,14031,9381,4980,10069,8443
"Gene1159",9036,35963,19083,29579,17417,21829,10541,9933,29805,10187,18117,3781,31644,31671,35592,35529,23731,12638,25017,21322
"Gene1160",1398,5690,3159,4840,2817,3501,1775,1628,4743,1684,2982,605,5047,5060,5790,5597,3745,2029,4036,3381
"Gene1161",1481,5762,3050,4677,2730,3419,1717,1506,4845,1584,2873,627,5002,4948,5601,5584,3674,1960,4038,3412
"Gene1162",10039,40135,21679,33134,19414,24212,12019,11121,33090,11387,20172,4175,35353,35110,39755,39348,26326,13772,27559,24010
"Gene1163",12374,51079,26945,41550,24136,30214,14736,13848,41732,14390,25562,5206,44529,43393,49842,49817,33394,17413,35364,29393
"Gene1164",6870,27708,14915,22856,13445,16725,8313,7681,23040,7880,13980,2880,24271,24014,27448,27156,18399,9530,19523,16381
"Gene1165",7580,30307,16020,25021,14521,18325,8895,8299,25232,8449,15255,3114,26759,26468,29779,29572,20105,10686,21278,17920
"Gene1166",4982,20209,10740,16525,9699,12064,5960,5656,16543,5627,10055,2155,17527,17358,19652,19728,13048,6953,13872,11711
"Gene1167",6746,26672,14523,21860,12727,16076,7941,7496,22190,7534,13643,2803,23423,23538,26651,26283,17722,9270,18737,15882
"Gene1168",1153,4575,2427,3653,2166,2692,1350,1226,3752,1271,2275,472,3824,3956,4417,4471,2997,1552,3232,2694
"Gene1169",2498,9998,5468,8366,4888,6035,2917,2776,8146,2768,5142,1059,8938,8724,10000,9899,6674,3450,6928,6136
"Gene1170",7081,28642,15209,23531,13533,17368,8267,7781,23422,8172,14373,3029,24866,24707,28342,27929,18986,9966,19839,16753
"Gene1171",6260,24980,13685,20352,12019,14978,7384,6909,20830,7034,12723,2620,21976,22000,24933,24419,16394,8754,17496,15233
"Gene1172",1921,8011,4082,6528,3715,4804,2379,2244,6458,2282,4037,792,6817,6819,7846,7728,5192,2723,5471,4791
"Gene1173",4311,17291,9429,14347,8298,10442,5201,4720,14504,4881,8681,1801,15280,15227,17307,17032,11366,6028,12139,10256
"Gene1174",2359,9791,5144,7888,4568,5908,2847,2755,8030,2765,4763,1106,8612,8482,9566,9598,6248,3352,6726,5826
"Gene1175",7722,31497,17081,25655,15158,19183,9121,8699,25891,8889,15971,3405,27744,27641,31200,31109,20478,10698,22024,18599
"Gene1176",2636,11118,5941,9165,5232,6735,3262,3063,9100,3180,5539,1192,9806,9618,10847,10994,7234,3859,7722,6634
"Gene1177",6007,24598,13125,20363,11913,14782,7299,6735,20268,6993,12515,2708,21538,21720,24422,24441,16345,8587,17241,14290
"Gene1178",5983,24057,13129,19855,11592,14650,7197,6916,20121,6939,12099,2491,21237,21032,23989,23710,16197,8282,17127,14218
"Gene1179",2292,9366,4923,7531,4474,5475,2649,2561,7701,2568,4569,955,8080,8040,8971,9026,6203,3266,6403,5519
"Gene1180",3752,15096,8124,12677,7366,9246,4442,4246,12485,4349,7877,1594,13333,13346,14983,15092,10267,5377,10713,9006
"Gene1181",13275,53410,28672,43965,26006,32082,16013,15088,44398,14977,27105,5641,46716,46871,52687,52732,35393,18325,37479,31591
"Gene1182",6649,27192,14605,22191,13047,16468,7936,7482,22470,7580,13574,2877,23763,23778,26779,26508,17815,9486,18951,16017
"Gene1183",1089,4377,2270,3521,2151,2573,1311,1177,3492,1231,2129,462,3762,3748,4367,4211,2865,1487,2990,2547
"Gene1184",402,1671,924,1369,818,1003,483,500,1364,523,809,200,1468,1397,1659,1603,1063,574,1158,902
"Gene1185",11331,47774,25258,39092,22847,28584,13906,12960,38802,13438,23920,5072,41947,41270,46993,46694,31421,16443,32986,27911
"Gene1186",6731,27050,14501,22599,13055,16288,7972,7578,22494,7667,13929,2819,23898,23464,27029,26884,18180,9401,19072,16102
"Gene1187",13388,54156,29153,44334,25809,32794,15950,15004,44499,15212,27312,5667,47020,47080,53417,52943,35611,18332,37637,31690
"Gene1188",9636,38883,20650,32228,18632,23504,11542,10945,32278,10987,19697,4094,34470,34055,38800,38323,25509,13528,27468,23204
"Gene1189",1379,5594,2970,4500,2726,3336,1638,1513,4540,1541,2754,574,4835,4877,5483,5403,3728,1850,3872,3208
"Gene1190",5859,23741,12876,19445,11363,14212,6889,6518,19801,6670,11998,2567,20801,20780,23618,23210,15724,8050,16489,13706
"Gene1191",7623,30389,16485,24981,14753,18229,9059,8258,25496,8706,15721,3100,26659,26532,30365,29864,20179,10438,21176,17977
"Gene1192",3796,15068,8054,12452,7203,9032,4327,4299,12561,4282,7648,1635,13247,13243,14953,14902,10038,5215,10581,8920
"Gene1193",1891,7649,4035,6301,3640,4745,2339,2181,6319,2155,3833,782,6750,6782,7563,7549,5117,2651,5393,4570
"Gene1194",2988,12297,6621,10127,5935,7259,3648,3364,10359,3515,6362,1315,10913,10816,12010,12001,8226,4263,8754,7371
"Gene1195",5765,23712,12718,19496,11337,14188,7032,6409,19432,6921,12050,2510,20700,20546,23444,23144,15570,8193,16483,13873
"Gene1196",7345,29091,15582,24003,13973,17498,8593,8026,24112,8316,14743,3048,25929,25877,28858,28559,19144,10126,20503,16932
"Gene1197",4735,19463,10563,15944,9356,11572,5698,5287,15970,5489,9856,2042,17053,16892,18947,19153,12964,6806,13534,11414
"Gene1198",1157,4638,2442,3827,2226,2812,1325,1291,3862,1346,2291,506,4113,4053,4513,4599,3047,1558,3158,2814
"Gene1199",3316,13501,7408,11242,6519,8223,3937,3814,11233,3941,6943,1397,11910,11780,13460,13343,8926,4728,9560,8131
"Gene1200",9394,38358,20554,31252,18397,22972,11243,10536,31450,10658,19099,3838,33552,32906,37558,37553,25306,13049,26784,22490
"Gene1201",2697,10829,5691,9010,5205,6542,3228,2904,8936,3071,5495,1135,9627,9369,10691,10598,7124,3616,7546,6382
"Gene1202",6713,27807,15014,22675,13232,16147,8199,7675,22902,7837,13876,2926,24071,24132,27340,27028,18077,9486,19469,16352
"Gene1203",6405,26364,14087,21575,12464,15684,7836,7135,21766,7426,13385,2775,23127,22967,26085,25987,17232,9020,18345,15657
"Gene1204",5777,23619,12656,19277,11344,14127,7224,6587,19251,6633,11850,2482,20525,20433,23446,23395,15548,8182,16580,13779
"Gene1205",7914,32771,17074,26766,15379,19524,9534,9019,26821,9221,16436,3516,28350,28289,31780,31927,21275,11157,22587,19011
"Gene1206",2784,11645,6363,9676,5567,7082,3489,3246,9592,3266,6071,1199,10122,10182,11631,11416,7760,4021,8266,6821
"Gene1207",3659,14821,7985,12291,7163,9042,4421,4135,12324,4087,7438,1614,12877,13154,14641,14431,9881,5201,10224,8722
"Gene1208",4137,17056,9144,13812,8259,10413,5079,4709,13914,4812,8608,1770,15030,14917,16835,16898,11202,5882,11831,9993
"Gene1209",7185,29305,15830,24436,14217,17845,8648,7994,24200,8376,14834,3202,25742,25539,29270,28734,19451,10326,20582,17628
"Gene1210",9135,37265,19944,30363,17616,22228,10775,10351,30445,10529,18904,3885,32271,32191,36389,36256,24569,12802,25986,21876
"Gene1211",3005,12485,6756,10269,6024,7449,3701,3296,10076,3419,6240,1259,10681,10669,12105,12060,8256,4210,8389,7311
"Gene1212",12051,48851,26222,40625,23354,29315,14270,13452,40330,13755,24661,5160,43049,42518,47702,47985,32033,16808,33936,28663
"Gene1213",1690,6703,3647,5629,3167,3968,2018,1906,5658,1852,3400,693,5942,5859,6550,6780,4346,2344,4797,3933
"Gene1214",761,2924,1593,2441,1424,1824,922,842,2461,818,1477,280,2628,2639,2922,2934,1980,996,2168,1687
"Gene1215",7736,31542,17006,25969,14876,18875,9328,8636,25560,8725,15993,3259,27747,27375,30884,30752,20758,10849,22008,18568
"Gene1216",3626,14879,8045,12319,7233,8784,4434,4136,12239,4137,7549,1569,12978,12965,14819,14963,9868,5139,10340,8722
"Gene1217",1181,4679,2392,3877,2222,2720,1230,1280,3710,1283,2282,477,3935,4060,4495,4494,3005,1604,3137,2743
"Gene1218",16401,66079,35641,54260,31626,39573,19427,18217,54479,18712,33176,6885,57729,58077,65415,64292,43531,22637,45879,39009
"Gene1219",5510,22801,12118,18669,10799,13533,6556,6248,18615,6371,11375,2371,19866,19669,22184,21849,14882,8018,15697,13295
"Gene1220",8110,33282,17602,27307,16044,19960,9662,8966,27034,9411,16659,3481,29028,29024,32813,32671,22055,11598,23233,19453
"Gene1221",11156,45826,24481,37572,22015,27358,13534,12600,37639,12791,22909,5004,39702,40006,45145,44730,30273,15636,31824,26905
"Gene1222",961,3977,2127,3158,1947,2412,1192,1049,3255,1184,1959,392,3549,3360,3937,3830,2697,1393,2843,2280
"Gene1223",8934,36689,19527,29896,17413,22210,10562,10233,29970,10444,18332,3779,31691,31781,36380,35662,24359,12472,25091,21392
"Gene1224",4905,19997,10787,16543,9618,11963,5828,5581,16483,5720,10051,2023,17434,17364,19860,19845,13315,7005,14110,11778
"Gene1225",2713,10458,5713,8560,5113,6285,3042,2867,8647,2994,5154,1101,9359,9168,10448,10425,6891,3671,7344,6331
"Gene1226",7089,28666,15309,23903,13759,17382,8626,8004,23736,8118,14403,2986,25147,25012,28609,28101,18728,9940,19847,17067
"Gene1227",7331,30042,16213,24963,14570,18431,8907,8406,24934,8395,15361,3165,26507,26573,30182,29804,19963,10526,21216,17968
"Gene1228",4475,18073,9818,14938,8765,10771,5310,4921,14976,5220,9230,1897,15816,15886,18223,17894,12155,6332,12569,10942
"Gene1229",16234,67167,35968,55293,32156,40081,19471,18372,55006,18991,33944,7053,58379,58170,66232,65681,44340,23292,46905,39226
"Gene1230",9716,39607,21069,32309,19216,23618,11532,10927,32530,11032,20150,4114,34510,34595,38839,38614,25772,13530,27436,23618
"Gene1231",2318,9443,5125,7837,4527,5974,2806,2668,8068,2658,4868,1004,8502,8259,9730,9398,6284,3297,6653,5605
"Gene1232",7085,29009,15612,24110,14164,17384,8711,8061,24212,8209,14556,3020,25653,25667,28888,28543,19231,10128,20293,17226
"Gene1233",16756,68220,36499,55985,32889,40750,20021,18911,55615,19238,34346,7267,59466,59410,67728,66964,44557,23218,47456,40668
"Gene1234",4763,19551,10555,16197,9526,11715,5827,5353,16105,5518,9644,2150,17054,17142,19248,19124,12817,6606,13679,11627
"Gene1235",4820,19142,10235,15596,9224,11543,5628,5336,15875,5399,9780,1944,16681,16670,18880,18886,12707,6672,13195,11454
"Gene1236",3735,15260,8071,12493,7282,9328,4621,4168,12546,4377,7770,1592,13464,13265,15034,14987,9944,5326,10734,9064
"Gene1237",2593,10653,5771,8509,5016,6209,3171,2849,8671,2970,5276,1161,9272,9146,10391,10423,7033,3618,7534,6128
"Gene1238",2221,8605,4598,7049,4170,5139,2513,2314,6924,2438,4360,951,7615,7516,8415,8622,5635,2945,5910,5036
"Gene1239",6111,24684,13263,20542,12168,15044,7324,6994,20395,6973,12678,2656,21775,21720,24588,24603,16681,8753,17262,14709
"Gene1240",16070,64176,34067,53149,31088,39232,18990,17815,53919,18208,32948,6807,56754,56964,64261,63865,42803,22307,45310,37772
"Gene1241",4764,20062,10558,16287,9592,11771,5688,5396,16116,5552,9988,2083,17198,17104,19368,19691,13088,6814,13848,11660
"Gene1242",10583,42572,22974,35007,20572,25757,12493,11795,35138,12032,21643,4476,37570,37156,42387,42135,28126,14915,29812,25165
"Gene1243",3622,14589,7849,12135,7013,8726,4286,3927,12038,4159,7303,1495,12612,12679,14456,14353,9557,5007,10027,8441
"Gene1244",4477,18061,9751,14892,8641,10878,5384,5039,14801,5207,9134,1941,15942,15691,17935,17814,12035,6265,12674,10677
"Gene1245",10023,41602,21952,34094,19822,24382,12219,11280,34170,11553,20743,4293,35934,36383,40958,40314,27452,14168,28597,24486
"Gene1246",7237,29542,15743,24342,14041,17635,8751,8305,24070,8396,14921,3040,25720,25775,29296,28884,19608,10128,20425,17572
"Gene1247",6924,28442,15174,23220,13538,16948,8414,7843,23138,8187,14257,3015,24858,24908,28060,27664,18742,9760,19849,16566
"Gene1248",1601,6602,3519,5356,3107,3864,1952,1749,5382,1818,3305,671,5768,5584,6505,6535,4314,2254,4574,3836
"Gene1249",3661,14744,7817,12249,7147,8873,4362,4155,12058,4148,7435,1607,12859,12958,14735,14316,9876,5189,10196,8783
"Gene1250",7586,30473,16310,25430,14763,18523,9032,8501,25288,8795,15523,3254,27147,26613,30203,30146,20351,10426,21395,18073
"Gene1251",8753,35490,18866,29213,17151,21345,10513,9683,29373,10068,17949,3704,30976,30896,35179,34763,23562,12241,24665,20828
"Gene1252",5951,24596,13039,20184,11641,14536,7004,6617,19782,6887,12206,2487,21325,21260,23976,23931,16051,8316,17090,14143
"Gene1253",12303,49801,26183,40610,23656,29634,14691,13802,40732,13840,24961,5096,43432,42701,48648,48789,32697,16916,34519,29240
"Gene1254",4645,18646,10118,15396,9213,11382,5696,5279,15326,5275,9509,1975,16407,16184,18451,18484,12504,6607,13074,11131
"Gene1255",10390,42318,22791,34887,20280,25400,12566,11672,35225,11877,21663,4500,37147,37215,42082,41504,27938,14542,29678,24938
"Gene1256",1978,7817,4188,6519,3887,5014,2449,2144,6706,2262,4068,835,6936,7093,8132,7918,5307,2766,5738,4839
"Gene1257",6174,24985,13526,20676,12250,15184,7345,6823,20440,7036,12741,2628,22044,22132,24843,24940,16850,8855,17551,14938
"Gene1258",11242,46395,24766,37744,22462,27961,13858,12882,37819,13285,23399,4818,40550,40479,45836,45252,30575,16181,32499,27701
"Gene1259",5531,22390,12230,18712,10904,13679,6758,6282,18843,6314,11401,2439,19784,19935,22740,22351,15154,7947,16080,13274
"Gene1260",11958,48200,25782,39642,22833,29145,14062,13151,39501,13585,24364,5043,41985,41899,47155,47052,31855,16624,33877,28239
"Gene1261",7139,28274,15127,23385,13669,17307,8425,7733,23532,8015,14229,2867,24985,24645,27879,27852,18870,9827,19733,16879
"Gene1262",6125,24940,13394,20613,12036,15168,7226,6867,20633,6943,12794,2552,21945,21964,24697,24687,16736,8688,17767,14768
"Gene1263",7579,31376,16930,25852,15087,18911,9230,8759,25913,8952,16063,3254,27716,27460,31052,30972,20645,10991,21845,18694
"Gene1264",15357,61443,33050,50687,29768,37005,18039,16905,50904,17252,31124,6364,53830,53504,61248,60739,41075,21237,43279,36442
"Gene1265",5817,23909,12756,19461,11377,14275,6996,6528,19344,6774,11765,2485,20586,20366,23637,23318,15692,8160,16554,13854
"Gene1266",736,2797,1607,2405,1417,1756,897,835,2449,779,1522,315,2621,2609,2922,3005,1949,1069,2132,1817
"Gene1267",4053,16070,8646,13134,7804,9795,4740,4490,13368,4564,8047,1646,14093,13820,16062,15886,10721,5489,11364,9582
"Gene1268",10113,40435,21284,33080,19502,24773,11837,11073,33255,11333,20401,4201,35173,35155,39949,39641,26315,14023,28101,23615
"Gene1269",4302,17017,9118,14156,8135,10259,5198,4652,13992,4609,8517,1841,14775,14893,16605,16752,11129,5956,11867,9970
"Gene1270",2462,10121,5323,8328,4766,6103,2874,2716,8142,2846,4997,1087,8826,8726,9774,9754,6688,3432,7100,5867
"Gene1271",4886,19347,10457,16015,9344,11592,5715,5335,16185,5404,9818,2132,17012,16919,18967,19203,12953,6831,13398,11393
"Gene1272",2119,8406,4391,6882,4012,4972,2488,2287,6771,2323,4225,904,7258,7170,8070,7990,5461,2702,5945,4872
"Gene1273",12445,50926,27646,42035,24605,30620,14579,14026,42401,14432,25782,5414,44635,44472,50763,49556,33334,17535,36035,30172
"Gene1274",5903,24084,12833,19853,11778,14432,7097,6660,19841,6665,11979,2558,21146,20959,23684,23817,15841,8329,16720,14017
"Gene1275",9972,40223,21537,33138,19384,24115,11738,11072,33035,11373,20219,4299,35424,35279,39988,39231,26420,13881,28135,23604
"Gene1276",8161,33026,17681,26927,15939,19783,9648,9165,27382,9380,16564,3474,28933,28705,32434,32398,21831,11435,22930,19513
"Gene1277",3401,13629,7476,11239,6661,8195,4044,3703,11274,3858,7022,1387,11832,12111,13758,13513,9207,4739,9622,8141
"Gene1278",1837,7695,4047,6324,3611,4599,2374,2066,6254,2175,3796,787,6631,6760,7695,7381,5023,2700,5367,4485
"Gene1279",230,905,478,716,432,502,235,263,724,271,461,103,764,784,919,867,578,324,638,515
"Gene1280",4671,18984,10216,15653,9198,11678,5603,5335,15742,5238,9675,2083,16550,16722,19080,18577,12628,6584,13271,11329
"Gene1281",11897,48809,26131,40331,23266,29439,14158,13376,39483,13594,24633,5072,42589,42442,48023,47845,32046,16602,34159,28607
"Gene1282",5970,23874,12968,19731,11505,14702,7165,6468,19712,6776,12090,2480,20929,20872,23825,23589,16000,8159,17008,14114
"Gene1283",4922,19721,10615,16439,9513,12165,5843,5541,16492,5530,10007,2045,17338,17372,19524,19512,13032,6898,13832,11588
"Gene1284",8499,34518,18467,28686,16546,20786,10244,9501,28629,9668,17188,3575,30405,30003,34247,34135,22766,11979,24400,20526
"Gene1285",4577,18378,10085,15225,8813,10832,5496,5107,15384,5210,9374,1891,16095,16119,18287,17845,12063,6454,12818,10801
"Gene1286",4179,16898,8975,14054,8064,10165,4976,4765,14291,4820,8643,1772,14669,14634,16632,16390,11015,5790,11807,9903
"Gene1287",11083,44569,24019,36452,21220,26572,13296,12271,36427,12536,22442,4557,38980,38559,44015,43704,29305,15542,31272,26256
"Gene1288",2967,11864,6239,9844,5664,7195,3451,3162,10095,3279,6026,1252,10500,10315,11605,11679,7785,4155,8317,6960
"Gene1289",3247,13071,6988,10769,6295,7856,3957,3480,10848,3726,6494,1435,11389,11284,12958,12910,8456,4462,9102,7711
"Gene1290",5360,22270,11864,18071,10448,13097,6512,6040,18160,6102,11040,2299,19307,19126,21728,21507,14422,7381,15176,13098
"Gene1291",5572,22980,12258,18455,10931,13706,6658,6344,18837,6411,11535,2352,19834,20047,22430,22332,15001,7985,15801,13298
"Gene1292",3820,15402,8195,12712,7333,9254,4404,4353,12878,4301,7657,1596,13540,13289,15367,15149,9990,5310,10666,9017
