"","Sample1","Sample2","Sample3","Sample4","Sample5","Sample6","Sample7","Sample8","Sample9","Sample10"
"Gene1072",18410.0285689164,18365.6842771891,18350.3964455464,18330.5588312128,18365.0415048811,18486.5264995026,18188.9708675855,18431.2984471902,18525.0525558301,18161.0171013281
"Gene1073",4706.80231037026,4625.33287909721,4604.66821656065,4508.11229915953,4510.85084761805,4524.53603085684,4557.34680257074,4686.24466784273,4609.78005288596,4624.48904852929
"Gene1074",7090.1400415959,7175.50097605161,7181.43806776905,7152.89466881283,7350.17315604635,7224.22859612159,7181.17577049281,7135.36334125374,7142.1889371875,7316.63239991355
"Gene1075",4034.67789346059,4012.77850418487,3916.5837690253,3962.83215203469,4046.70230713256,4000.1011727348,4001.21792705306,4033.03145375211,3954.04129145329,3953.98025387914
"Gene1076",9913.83514941753,9897.48890932563,9952.39669991849,9864.24520929348,9810.45731734045,9779.95865131363,10000.6198370708,9987.78516003995,9879.91268434747,9777.97247273733
"Gene1077",12836.0312493725,12964.0684256894,13023.0622177212,12866.7591404363,12891.2556255096,12929.7318112563,12910.5965112912,13012.558750354,12734.7120415082,13086.7143639255
"Gene1078",13280.2514099737,13319.6069789602,13309.4685019402,13329.8420679309,13298.9937890064,13370.320372303,13395.5926236613,13238.3395710555,13358.1540829406,13150.7327915554
"Gene1079",11665.6076957884,11414.358212236,11489.9462257256,11592.1233825076,11425.5754795416,11459.2576012278,11706.1894989056,11752.6673004853,11499.3625015005,11390.2260317328
"Gene1080",34583.5051988058,34588.6181302482,34479.5924515619,34711.5385376734,34484.5541433197,34934.6387767119,34706.3218012021,34570.3183330598,34483.092598787,34729.9969892281
"Gene1081",17318.7920874395,17282.8861397178,17088.6127228109,17200.0576344667,17477.3203091125,17344.3184525521,16947.3808199181,17262.7534362313,17435.6149829661,17338.8857149229
"Gene1082",16356.9588701378,16339.0669280231,16095.5011490485,16034.2463644991,16264.992031725,16254.3165905729,16037.2047823703,16004.5855040778,16119.5236429579,16317.9602637722
"Gene1083",23209.5376954121,23382.2523514518,23409.0585243984,23211.4528870054,23540.9410075232,23275.257466427,23362.2627328662,23274.3832271233,23247.2944015739,23513.2945902817
"Gene1084",15043.6123083602,15197.2503426192,15436.6780246687,15344.8316561916,15298.098377025,15139.7936417133,15295.1607304441,15322.0724888275,15175.4213100949,15502.5676592228
"Gene1085",13967.8269629043,13786.9950101676,13858.3399877963,13913.326556574,13908.6217227784,13882.0991855835,14024.4709160345,13938.0877634587,14008.7023000876,13809.4487179579
"Gene1086",6949.14842540508,7115.05466244332,7143.30967699067,7217.1474250027,7177.9730578705,7159.36636630861,7337.99118015914,7080.21077436482,7218.89364718798,7025.18008465105
"Gene1087",12432.3703208262,12321.5288715856,12290.6424320715,12210.9179443722,12391.479478505,12196.4722132485,12229.9853002652,12138.7352687077,12305.6270472198,12402.7280055638
"Gene1088",14278.7810753251,14323.396549038,14338.9350529563,14304.0527766476,14446.0047877755,14361.4468839575,14480.3672616623,14455.1430780423,14256.1182443748,14747.8240913754
"Gene1089",14245.9474112807,14304.3583400275,14441.7930373817,14295.369971757,14395.5323452067,14556.0335733964,14532.1001803152,14387.9258871464,14406.0673015186,14378.8757847714
"Gene1090",11126.7493270591,10799.9000164226,10855.9508906898,10774.7820154797,10781.3095949871,10931.6587318954,10967.3787543951,10902.9730668529,10981.4615272115,10797.2132284241
"Gene1091",9382.70234869869,9271.13183288069,9235.93763598993,9265.13167184739,9233.48802287767,9252.35978198119,9169.65983121009,9132.92037326173,9214.36956148617,9296.14957004904
"Gene1092",12714.3535532078,12702.2930517953,12677.246580429,12867.9168477551,12520.1347242685,12837.975486155,12509.666391732,12299.0224162287,12694.9178686508,12796.9467441269
"Gene1093",5386.65229529038,5285.95873176102,5283.88559647312,5349.76551988089,5228.35125668411,5266.49665969315,5271.90774146264,5294.64642133611,5244.75663717564,5342.1693161699
"Gene1094",2935.71584397324,2959.01363545455,2971.35436042648,2977.62322379002,2983.81204597815,3010.55666668551,2982.72609107592,2905.85086795985,2987.44660001867,2983.59566664676
"Gene1095",2445.14227530929,2495.43324604926,2453.5176112504,2504.12093042683,2479.08762029031,2501.94186461542,2541.37962881916,2557.70028947356,2558.36160573028,2425.96146808094
"Gene1096",4011.50118942923,3959.94747418078,4045.15624955703,4027.08490822456,3958.62294657135,4054.68036611401,4096.60049581918,3958.92019199513,3999.02600859643,4098.86406377842
"Gene1097",18367.5379448589,18045.842365813,18504.6834221845,18156.3238797429,18149.296554293,18229.4505886585,18337.7030087123,18469.2158369263,18170.9420901136,18555.2358398913
"Gene1098",5417.5545673322,5194.09937328543,5207.62881491636,5338.18844669353,5252.10299436354,5312.3748222438,5270.29108775474,5256.72903159998,5307.0431686046,5291.62845225155
"Gene1099",30544.96452134,30192.2197145021,30069.1130159422,30122.9655798617,30062.7723119995,30167.2648854577,30401.1729770638,30297.7179168839,30091.8921330452,29984.2098672948
"Gene1100",21888.4655656242,22069.0918849536,22017.8156143688,22128.4176903275,22381.0644841778,22024.6820355206,21771.4754842924,21948.998104074,22123.2532001383,21922.9420723175
"Gene1101",4312.79834183701,4377.83616196091,4469.8887886929,4374.97595750485,4457.40943783934,4351.30641708802,4421.54789110712,4515.61641403014,4390.04701145601,4321.24386501917
"Gene1102",6974.25652143906,7165.5059163211,7168.13746633473,7172.57569323135,7051.29712358022,7159.36636630861,7059.9267424003,7057.8050440662,7282.33363290266,7010.01782547554
"Gene1103",3903.34323728284,3831.91551858527,3885.54903234522,3884.68690801998,3905.18153679264,3828.45356457117,3760.33652457593,3967.53778057152,3830.62168288109,3927.02512645602
"Gene1104",3237.01299638102,3370.23895008102,3388.99324546405,3279.78483398022,3286.64670139086,3283.4526335816,3259.17387512686,3455.65301913375,3294.84216716345,3278.41737283716
"Gene1105",1883.10720254863,1944.75305042099,2011.05093686877,1987.7834662704,2007.02183391167,1915.01778508818,1935.13448835657,1982.04537257048,1974.7137371552,1952.56204271237
"Gene1106",7130.69927365079,7077.93015487287,7223.11328559658,7130.31937609747,7156.20063166436,7162.530377519,7071.2433183556,7188.79239042738,7167.56493147337,7030.23417104288
"Gene1107",4152.49280562005,4257.4194899696,4134.7136325481,4249.36471342195,4124.88511032735,4174.91279210881,4146.71676076408,4165.74231782857,4065.92635716827,4029.79154975667
"Gene1108",18232.3405046759,18198.6239931221,18126.0596346876,18130.8543187307,18352.1759803048,18322.788919365,18231.0038639909,18372.6988448707,18314.5471486859,18467.6316757661
"Gene1109",5821.21549587852,5760.01013612208,5750.29335343651,5833.68717911271,5720.2101577956,5827.31764673467,5766.60377608011,5754.82565131551,5767.84815575034,5689.21658174259
"Gene1110",3051.59936413008,3068.00738203958,2927.01902231209,2912.79161394078,2975.89480008501,2922.75535559721,3118.52500253954,3000.64434230018,3009.36223144738,3012.23548953383
"Gene1111",43010.1685062106,42869.2871393585,43063.8006172702,42681.7745735142,42720.4691836614,43218.811128314,42613.3750865421,42769.0921046405,42831.2179916963,42498.127773479
"Gene1112",2267.45421106881,2328.84891720752,2257.55541678479,2280.6834179107,2353.40134173667,2280.46107988816,2290.79830409462,2264.70227787619,2340.35874572891,2270.96948539799
"Gene1113",5728.50867975305,5685.28516575593,5686.45046655179,5719.07415455781,5756.82742005139,5665.16207220222,5819.95334844082,5661.75569469047,5786.88015146474,5726.27988194938
"Gene1114",10823.5207826487,11054.0601067126,11146.7907087202,11057.8414549107,11266.2409059421,11215.6287380278,11245.443192154,11164.9477595753,11052.3989657834,11049.9175480159
"Gene1115",5672.49831167724,5583.43074754984,5713.93837618271,5547.73347138482,5533.1652235701,5636.68597130871,5588.77186821109,5541.10945462096,5638.66127574953,5556.12564009093
"Gene1116",7277.48506584946,7277.83134948296,7343.70540526772,7291.24069340183,7195.78686113007,7179.14143637354,7446.30697858845,7299.09752420521,7258.68782004537,7284.62318609859
"Gene1117",6947.21703340247,7009.39260243513,7090.10727125341,7019.17947349878,6863.26253361808,7055.74499916836,6962.92751992628,7073.3167035037,7026.84350861535,7018.44130279527
"Gene1118",8677.74426774459,8552.91539796016,8349.23087370211,8513.2007683281,8461.55654829626,8600.57347264098,8362.94963096788,8541.75379692114,8488.84681576735,8504.34270199484
"Gene1119",7144.21901766909,7152.65512523903,7149.51662432669,7222.93596159639,7189.84892671021,7178.35043357094,7410.74059701465,7169.83369555931,7282.91036004552,7378.96613207952
"Gene1120",6966.53095342861,6897.54312449853,6915.4260390827,6839.73483909464,6948.37292696936,6824.77218080993,6880.47818082337,6690.69577071184,6966.28715861497,6910.62079310278
"Gene1121",8028.79655486629,8119.32018774638,8258.78678394875,8110.31862140784,8121.11497489112,8343.49756179684,8243.31725658326,8100.5332618098,8078.79381719336,8307.23333271327
"Gene1122",7246.58279380763,7188.82772235895,7184.9848948182,7158.10435174715,7053.2764350535,7344.46102211639,7268.47507071943,7218.09219158711,7209.08928575935,7094.2525986728
"Gene1123",27128.3320687159,27450.2416617671,27705.1527876829,27395.9859905781,27397.6294132203,27525.3155247826,27690.0447089151,27366.0142831949,27502.3872616005,27544.7708355023
"Gene1124",3772.00858110509,3782.89213038327,3750.76960447748,3749.23515172782,3744.8573074565,3708.22113857637,3706.98695221522,3786.56842046726,3753.91697288061,3697.90654335948
"Gene1125",10555.0572942854,10318.2333284573,10444.5189529882,10394.4751612747,10362.6852183872,10404.0598625629,10511.4824087673,10332.4887030957,10397.8136586364,10402.994489861
"Gene1126",4784.05799047482,4797.15271541683,4786.44310282965,4889.57686068318,4772.11996209176,4808.50603698929,4906.54400347719,4920.64307712063,4903.33416860208,4944.58118667886
"Gene1127",14383.0762434663,14352.9057730043,14187.3081966051,14303.4739229882,14216.4046568744,14043.4637573133,14239.4858591852,14206.9565270422,14314.9444129466,14095.8469468286
"Gene1128",5919.71648801183,5874.23939018499,6003.00478068854,5970.2966427236,5868.65851829203,6051.17143986972,5971.91879698344,6011.62979089204,5837.05541289363,5803.77587329085
"Gene1129",5554.68339951779,5643.40110593287,5620.83416614249,5622.98444710268,5570.77214156253,5601.88184799443,5546.73887180568,5597.98553922515,5575.79801717771,5515.69294895624
"Gene1130",1417.64172991866,1510.20592975668,1460.40603748804,1510.808050951,1531.98708032311,1526.63540901288,1417.8053018285,1480.50171742439,1521.40620286665,1477.47792187985
"Gene1131",24294.9800008812,24156.155547728,24137.931482999,24222.7102299217,24187.1862035509,24244.2358996088,23944.2580677103,24313.6644094363,24142.3749272938,23920.9908925564
"Gene1132",8212.27879511462,8337.78363614168,8374.94536980845,8239.98184110631,8447.70136798326,8222.47413299944,8262.71710107807,8202.22080701124,8511.91590148178,8371.25176034318
"Gene1133",1201.32582562589,1207.97436171524,1252.0299483504,1237.58912372921,1216.28690033405,1153.28208618694,1239.97339395947,1209.90943612563,1245.73062857922,1209.61134311258
"Gene1134",20353.0089235461,20237.616178145,20200.0667516788,20152.2112972445,20343.3633224302,20402.3352873934,20069.1391298734,20203.0746584967,20087.9831129827,19867.6136063045
"Gene1135",17647.1287278839,17948.2715446343,17795.3180123542,17984.4043429106,17885.0584726094,18070.4590253364,17813.9072073526,17862.5376011482,17916.0286929691,17827.447399467
"Gene1136",19783.2482827749,19630.7732659358,19663.6091604947,19465.1120035744,19652.5836182535,19450.7589158688,19970.5232536915,19675.6782376214,19654.8610286943,19534.0439044434
"Gene1137",10091.523213658,10204.4800296197,10391.316547251,10346.4303075472,10576.450857502,10579.6624847395,10168.7518226924,10320.4240790887,10411.6551100651,10514.1843904813
"Gene1138",11561.3125276473,11563.8081529683,11553.7891126103,11658.1126996755,11562.1479711983,11575.5350132096,11581.7071633972,11616.5094009783,11533.9661300721,11708.6334744184
"Gene1139",9195.35732444513,9423.43750496456,9368.05694357081,9512.30218439761,9436.36744888945,9209.64563064094,9344.25843166332,9475.90039860219,9305.49245005817,9306.25774283271
"Gene1140",11825.9132320054,11803.6895865004,11845.515637403,11790.6701876708,11857.0653807178,11950.4703416408,11625.3568135105,11878.4840937007,11863.2773286456,11696.8406061708
"Gene1141",22985.4962231089,22916.7681411455,22996.7398799346,23114.2054722316,23098.5648932438,22871.0550342998,23202.2140157841,22910.7209891995,22793.9868672853,23028.1022966655
"Gene1142",20420.6076436376,20423.7146712225,20647.8536666342,20610.0845418047,20541.2944697587,20420.5283518532,20384.386602914,21007.9574315318,20559.1691886999,20740.2858566281
"Gene1143",9954.39438147243,9788.01920751534,9816.73056528845,9771.62862379457,9738.21244856552,9941.32322304349,9783.98824021218,9649.97568784533,9780.13888863256,9771.23369088155
"Gene1144",13100.6319537306,12887.9155896475,12745.5230011251,12877.178506305,12843.7521501507,12907.5837327835,12621.2154975771,12702.3255616039,12902.5396400806,12906.4519492834
"Gene1145",18943.0927616379,18922.5518907458,18697.9854963632,18768.7510513545,18777.7279470612,18772.0785112403,19011.8476049067,18784.6195788223,18938.5659172612,18947.7698829905
"Gene1146",10643.9013264056,10596.6671352357,10652.8950421259,10588.9699908225,10642.7577918571,10502.9352128876,10707.0975074232,10682.3627992973,10567.3714386375,10470.3823084188
"Gene1147",6402.56448866533,6325.44494373347,6315.12556101385,6340.18413105988,6393.17605871273,6420.56974868268,6447.21498710611,6404.59182997558,6379.17892718273,6516.40205453963
"Gene1148",11679.1274398067,11878.8905120918,11798.5201790017,11734.5213827121,11584.9100531411,11838.9389464745,11793.4887991322,11938.8072137354,11869.6213272171,11809.7152022551
"Gene1149",18746.0907773712,18268.1134560104,18255.5188219816,18265.1483677042,18476.8726031218,18049.8929524689,17996.5890763453,18295.1405476832,18484.6816558298,18688.3267815429
"Gene1150",14566.5584837146,14499.0240271597,14518.9365257008,14566.8523380007,14558.8255417528,14646.9988956951,14646.8825935761,14367.2436745631,14659.8272443773,14537.2371583822
"Gene1151",3001.38317206212,2918.08148608201,2932.33926288582,2946.36512618413,2951.15340666894,3011.34766948811,3050.62554680773,2942.04473998071,3001.28805144733,2934.73949819236
"Gene1152",5846.3235919125,5696.23213593696,5674.92327864204,5800.11366686935,5626.19286281453,5693.63817309572,5596.85513675059,5561.7916672043,5649.61909146389,5653.83797699974
"Gene1153",4702.93952636503,4780.0183273074,4833.4385612309,4758.1770800066,4773.10961782841,4638.44043443086,4801.46151246368,4824.12608506503,4694.55894288649,4728.94016729388
"Gene1154",11926.3456161413,11966.46627354,11963.4476367873,12100.3568954328,12041.1413477334,12072.2847732407,12016.5870108224,12047.388829798,11975.1623943606,11966.391880402
"Gene1155",31249.9226022941,31338.7958521585,31266.1671450308,31138.2748983935,31153.3729337799,31579.9958908966,31397.0316611303,31171.5413985302,31455.275098768,30996.7118411258
"Gene1156",9909.9723654123,9875.11901373831,9629.63543844572,9888.55706298694,9949.99877620709,9787.077676537,9777.52162538058,9932.63259315103,9781.86907006114,9882.42359150193
"Gene1157",13349.7815220678,13324.8424864381,13670.3581541913,13436.3511412546,13251.4903136476,13458.1216833913,13393.9759699534,13248.6806773472,13257.8035600829,13421.9687612506
"Gene1158",6746.35226513061,6749.52104944202,6815.22817494418,6766.79927801425,6856.33494346158,6793.13206870604,6974.24409588158,6842.36532965636,6815.76137432832,6698.3491646457
"Gene1159",17452.0581356199,17116.7777661013,16921.0251447385,17121.912390452,17236.8339651083,17266.8001778975,17041.1467349763,17119.7014658631,17189.3524929646,17161.9926912087
"Gene1160",2700.08601965434,2708.18523174142,2801.10666206722,2801.65171134208,2787.86021012287,2769.30081189332,2869.5603315229,2805.88684047369,2735.41683858853,2837.02716128354
